ISO3,year,score,indicator_id,source
MLT,1996,0.435773678566113,climate_vulnerability_score,ND-GAIN
MHL,1996,0.341175161158027,climate_vulnerability_score,ND-GAIN
MRT,1996,0.343985068511685,climate_vulnerability_score,ND-GAIN
MUS,1996,0.44401833360254,climate_vulnerability_score,ND-GAIN
MEX,1996,0.356750304101973,climate_vulnerability_score,ND-GAIN
FSM,1996,0.35119022201138,climate_vulnerability_score,ND-GAIN
MDA,1996,0.423027170774639,climate_vulnerability_score,ND-GAIN
MCO,1996,0.679507779744168,climate_vulnerability_score,ND-GAIN
MNG,1996,0.405254019506897,climate_vulnerability_score,ND-GAIN
MNE,1996,0.412742489374807,climate_vulnerability_score,ND-GAIN
MAR,1996,0.356315606093311,climate_vulnerability_score,ND-GAIN
MOZ,1996,0.29295801484836,climate_vulnerability_score,ND-GAIN
MMR,1996,0.24277355155594,climate_vulnerability_score,ND-GAIN
NAM,1996,0.382524085522223,climate_vulnerability_score,ND-GAIN
NRU,1996,0.54655575190141,climate_vulnerability_score,ND-GAIN
NPL,1996,0.348284696961861,climate_vulnerability_score,ND-GAIN
NLD,1996,0.614832679989938,climate_vulnerability_score,ND-GAIN
NZL,1996,0.663037992164295,climate_vulnerability_score,ND-GAIN
NIC,1996,0.315407279931956,climate_vulnerability_score,ND-GAIN
NER,1996,0.281767436246564,climate_vulnerability_score,ND-GAIN
NGA,1996,0.294617589464408,climate_vulnerability_score,ND-GAIN
NOR,1996,0.66199308147233,climate_vulnerability_score,ND-GAIN
OMN,1996,0.368804290035488,climate_vulnerability_score,ND-GAIN
PAK,1996,0.342436391636504,climate_vulnerability_score,ND-GAIN
PLW,1996,0.4105066536868,climate_vulnerability_score,ND-GAIN
PAN,1996,0.337456798359807,climate_vulnerability_score,ND-GAIN
PNG,1996,0.299011024160773,climate_vulnerability_score,ND-GAIN
PRY,1996,0.273449926488054,climate_vulnerability_score,ND-GAIN
PER,1996,0.350790103665316,climate_vulnerability_score,ND-GAIN
PHL,1996,0.32673293021537,climate_vulnerability_score,ND-GAIN
POL,1996,0.458648223496802,climate_vulnerability_score,ND-GAIN
PRT,1996,0.46871203196462,climate_vulnerability_score,ND-GAIN
QAT,1996,0.375105787271384,climate_vulnerability_score,ND-GAIN
ROU,1996,0.427827986582767,climate_vulnerability_score,ND-GAIN
RUS,1996,0.386403782276228,climate_vulnerability_score,ND-GAIN
RWA,1996,0.24076448086888,climate_vulnerability_score,ND-GAIN
KNA,1996,0.434884390576077,climate_vulnerability_score,ND-GAIN
LCA,1996,0.443578846245134,climate_vulnerability_score,ND-GAIN
VCT,1996,0.423397862669142,climate_vulnerability_score,ND-GAIN
WSM,1996,0.365666814768242,climate_vulnerability_score,ND-GAIN
SMR,1996,0.569649572241478,climate_vulnerability_score,ND-GAIN
STP,1996,0.397587501587835,climate_vulnerability_score,ND-GAIN
SAU,1996,0.304746596747144,climate_vulnerability_score,ND-GAIN
SEN,1996,0.339097516067159,climate_vulnerability_score,ND-GAIN
SRB,1996,0.316688023874187,climate_vulnerability_score,ND-GAIN
SYC,1996,0.433330638077786,climate_vulnerability_score,ND-GAIN
SLE,1996,0.266351505195786,climate_vulnerability_score,ND-GAIN
SGP,1996,0.580439243126002,climate_vulnerability_score,ND-GAIN
SVK,1996,0.429161579322002,climate_vulnerability_score,ND-GAIN
SVN,1996,0.545449544386995,climate_vulnerability_score,ND-GAIN
SLB,1996,0.457274087575291,climate_vulnerability_score,ND-GAIN
SOM,1996,0.23422710112782,climate_vulnerability_score,ND-GAIN
ZAF,1996,0.367071941726188,climate_vulnerability_score,ND-GAIN
ESP,1996,0.493699342057046,climate_vulnerability_score,ND-GAIN
LKA,1996,0.350487080059334,climate_vulnerability_score,ND-GAIN
SDN,1996,0.272205707658902,climate_vulnerability_score,ND-GAIN
SUR,1996,0.368556515920419,climate_vulnerability_score,ND-GAIN
SWZ,1996,0.376561223084397,climate_vulnerability_score,ND-GAIN
SWE,1996,0.641273672070175,climate_vulnerability_score,ND-GAIN
CHE,1996,0.617181324624761,climate_vulnerability_score,ND-GAIN
SYR,1996,0.318088751173197,climate_vulnerability_score,ND-GAIN
TJK,1996,0.27126861928517,climate_vulnerability_score,ND-GAIN
TZA,1996,0.325414147449462,climate_vulnerability_score,ND-GAIN
THA,1996,0.398085395699074,climate_vulnerability_score,ND-GAIN
TLS,1996,0.394280916777911,climate_vulnerability_score,ND-GAIN
TGO,1996,0.302448399260929,climate_vulnerability_score,ND-GAIN
TON,1996,0.364613294714892,climate_vulnerability_score,ND-GAIN
TTO,1996,0.4014839300262,climate_vulnerability_score,ND-GAIN
TUN,1996,0.366502699248295,climate_vulnerability_score,ND-GAIN
TUR,1996,0.338734779736592,climate_vulnerability_score,ND-GAIN
TKM,1996,0.246983951427312,climate_vulnerability_score,ND-GAIN
TUV,1996,0.399792203463166,climate_vulnerability_score,ND-GAIN
UGA,1996,0.30669899643212,climate_vulnerability_score,ND-GAIN
UKR,1996,0.346417393138684,climate_vulnerability_score,ND-GAIN
ARE,1996,0.405740945162495,climate_vulnerability_score,ND-GAIN
GBR,1996,0.61620415520499,climate_vulnerability_score,ND-GAIN
USA,1996,0.617569317650985,climate_vulnerability_score,ND-GAIN
URY,1996,0.407068841553781,climate_vulnerability_score,ND-GAIN
UZB,1996,0.294569548004959,climate_vulnerability_score,ND-GAIN
VUT,1996,0.361639422931482,climate_vulnerability_score,ND-GAIN
VEN,1996,0.29181940378911,climate_vulnerability_score,ND-GAIN
VNM,1996,0.339545891533348,climate_vulnerability_score,ND-GAIN
YEM,1996,0.279787973757598,climate_vulnerability_score,ND-GAIN
ZMB,1996,0.313954313497109,climate_vulnerability_score,ND-GAIN
ZWE,1996,0.270158028039294,climate_vulnerability_score,ND-GAIN
AFG,1997,0.293482912916019,climate_vulnerability_score,ND-GAIN
ALB,1997,0.329456194053038,climate_vulnerability_score,ND-GAIN
DZA,1997,0.298540874317851,climate_vulnerability_score,ND-GAIN
AND,1997,0.447519205943891,climate_vulnerability_score,ND-GAIN
AGO,1997,0.184609420034349,climate_vulnerability_score,ND-GAIN
ATG,1997,0.458650127246034,climate_vulnerability_score,ND-GAIN
ARG,1997,0.374088223708499,climate_vulnerability_score,ND-GAIN
ARM,1997,0.358927237069275,climate_vulnerability_score,ND-GAIN
AUS,1997,0.614146555865777,climate_vulnerability_score,ND-GAIN
AUT,1997,0.62025755860206,climate_vulnerability_score,ND-GAIN
AZE,1997,0.319072588793626,climate_vulnerability_score,ND-GAIN
BHS,1997,0.451572873346507,climate_vulnerability_score,ND-GAIN
BHR,1997,0.381868766643715,climate_vulnerability_score,ND-GAIN
BGD,1997,0.338671936771209,climate_vulnerability_score,ND-GAIN
BRB,1997,0.471521437312633,climate_vulnerability_score,ND-GAIN
BLR,1997,0.386415598681249,climate_vulnerability_score,ND-GAIN
BEL,1997,0.547516760063949,climate_vulnerability_score,ND-GAIN
BLZ,1997,0.383468561759285,climate_vulnerability_score,ND-GAIN
BEN,1997,0.35122740995416,climate_vulnerability_score,ND-GAIN
BTN,1997,0.368662933257865,climate_vulnerability_score,ND-GAIN
